FOR ~10000 Tweets processed
         66128862 function calls (65856500 primitive calls) in 481.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    46416    0.136    0.000    0.136    0.000 {method 'get_loc' of 'pandas.index.IndexEngine' objects}
    23208    0.056    0.000    0.135    0.000 generic.py:1395(_set_as_cached)
    45254    0.099    0.000    0.134    0.000 _tokenizer.py:396(closeTagOpenState)
     1331    0.007    0.000    0.133    0.000 _html5lib.py:112(insertDoctype)
     2662    0.036    0.000    0.131    0.000 _inputstream.py:874(parse)
    92832    0.086    0.000    0.130    0.000 base.py:3637(_ensure_index)
   113135    0.130    0.000    0.130    0.000 {method 'items' of 'collections.OrderedDict' objects}
    11018    0.128    0.000    0.128    0.000 threading.py:215(__init__)
    46418    0.125    0.000    0.125    0.000 {built-in method numpy.core.multiarray.arange}
    23211    0.115    0.000    0.123    0.000 <frozen importlib._bootstrap>:102(release)
    23211    0.081    0.000    0.123    0.000 <frozen importlib._bootstrap>:57(__init__)
     9574    0.083    0.000    0.120    0.000 element.py:310(insert)
    23208    0.087    0.000    0.120    0.000 generic.py:327(_get_axis_number)
     1331    0.005    0.000    0.117    0.000 html5parser.py:1156(startTagInput)
    11004    0.079    0.000    0.115    0.000 treetaggerwrapper.py:1590(<listcomp>)
    23208    0.028    0.000    0.115    0.000 missing.py:27(isnull)
     1331    0.005    0.000    0.113    0.000 html5parser.py:1045(startTagForm)
     2662    0.019    0.000    0.113    0.000 base.py:153(reset)
    23208    0.036    0.000    0.111    0.000 series.py:353(values)
    94501    0.094    0.000    0.111    0.000 _inputstream.py:599(__next__)
    46416    0.110    0.000    0.110    0.000 {built-in method numpy.core.umath.seterrobj}
   529995    0.109    0.000    0.109    0.000 element.py:1010(__bool__)
    69624    0.079    0.000    0.109    0.000 common.py:447(_apply_if_callable)
    69624    0.108    0.000    0.108    0.000 {pandas.lib.isscalar}
   244111    0.106    0.000    0.106    0.000 {method 'rstrip' of 'str' objects}
    23208    0.057    0.000    0.105    0.000 internals.py:2746(<listcomp>)
    11979    0.043    0.000    0.104    0.000 message.py:462(get)
    23208    0.038    0.000    0.103    0.000 internals.py:2951(__len__)
   105149    0.085    0.000    0.103    0.000 _inputstream.py:625(getPosition)
    13671    0.102    0.000    0.102    0.000 processedTweet.py:5(__init__)
    50578    0.063    0.000    0.101    0.000 _tokenizer.py:1612(doctypeSystemIdentifierDoubleQuotedState)
    92841    0.070    0.000    0.100    0.000 <frozen importlib._bootstrap>:834(__enter__)
     5324    0.021    0.000    0.100    0.000 message.py:564(get_content_type)
   228413    0.100    0.000    0.100    0.000 {built-in method posix.getpid}
     1331    0.043    0.000    0.098    0.000 html5parser.py:1627(__init__)
    92841    0.065    0.000    0.097    0.000 <frozen importlib._bootstrap>:838(__exit__)
   162456    0.097    0.000    0.097    0.000 internals.py:4077(_block)
   185664    0.097    0.000    0.097    0.000 internals.py:297(dtype)
   228401    0.097    0.000    0.097    0.000 process.py:35(current_process)
    23208    0.054    0.000    0.096    0.000 common.py:282(is_float_dtype)
   232080    0.095    0.000    0.095    0.000 internals.py:179(mgr_locs)
     1331    0.006    0.000    0.094    0.000 html5parser.py:1216(startTagTextarea)
    69624    0.059    0.000    0.093    0.000 internals.py:2968(<genexpr>)
     3993    0.025    0.000    0.092    0.000 __init__.py:295(reset)
    92832    0.066    0.000    0.092    0.000 common.py:333(_get_dtype)
    23211    0.066    0.000    0.092    0.000 <frozen importlib._bootstrap>:402(parent)
     1331    0.003    0.000    0.091    0.000 html5parser.py:575(processStartTag)
     2662    0.012    0.000    0.090    0.000 _html5lib.py:108(documentClass)
    11070    0.035    0.000    0.088    0.000 threading.py:1062(_wait_for_tstate_lock)
     1331    0.006    0.000    0.088    0.000 html5parser.py:556(insertHtmlElement)
    84110    0.082    0.000    0.086    0.000 base.py:187(reconstructActiveFormattingElements)
    23208    0.048    0.000    0.086    0.000 missing.py:48(_isnull_new)
    17303    0.052    0.000    0.086    0.000 _tokenizer.py:464(rcdataEndTagNameState)
     1331    0.008    0.000    0.086    0.000 element.py:1029(__getattr__)
    23208    0.059    0.000    0.086    0.000 <frozen importlib._bootstrap>:852(_find_spec_legacy)
     1331    0.003    0.000    0.085    0.000 client.py:400(_close_conn)
    30460    0.082    0.000    0.083    0.000 re.py:324(_subx)
     1331    0.013    0.000    0.082    0.000 {method 'close' of '_io.BufferedReader' objects}
    23208    0.060    0.000    0.082    0.000 indexing.py:1769(convert_to_index_sliceable)
     1331    0.019    0.000    0.082    0.000 html5parser.py:636(__init__)
   116066    0.081    0.000    0.081    0.000 <frozen importlib._bootstrap>:208(_verbose_message)
   159430    0.080    0.000    0.080    0.000 treetaggerwrapper.py:716(__init__)
     1331    0.005    0.000    0.080    0.000 base.py:252(insertRoot)
    23208    0.067    0.000    0.079    0.000 numeric.py:3079(__init__)
    23208    0.079    0.000    0.079    0.000 cast.py:660(_possibly_castable)
     2662    0.025    0.000    0.079    0.000 element.py:1571(__init__)
   246268    0.079    0.000    0.079    0.000 {method 'end' of '_sre.SRE_Match' objects}
    23210    0.048    0.000    0.078    0.000 __init__.py:175(iteritems)
     1331    0.008    0.000    0.078    0.000 request.py:308(request_host)
   228404    0.077    0.000    0.077    0.000 codecs.py:213(setstate)
    23208    0.077    0.000    0.077    0.000 {method 'take' of 'numpy.ndarray' objects}
     1331    0.030    0.000    0.076    0.000 html5parser.py:1954(__init__)
     1331    0.019    0.000    0.076    0.000 client.py:227(__init__)
     1331    0.003    0.000    0.075    0.000 html5parser.py:1103(startTagFormatting)
    23208    0.051    0.000    0.075    0.000 internals.py:4171(external_values)
    29282    0.074    0.000    0.074    0.000 base.py:359(generateImpliedEndTags)
    23208    0.067    0.000    0.074    0.000 base.py:1406(__getitem__)
     1331    0.005    0.000    0.074    0.000 _html5lib.py:88(create_treebuilder)
     1331    0.028    0.000    0.074    0.000 html5parser.py:2141(__init__)
   357888    0.073    0.000    0.073    0.000 {method 'extend' of 'list' objects}
    34606    0.046    0.000    0.073    0.000 _tokenizer.py:1459(doctypePublicIdentifierDoubleQuotedState)
     1331    0.006    0.000    0.072    0.000 html5parser.py:1082(startTagHeading)
     1331    0.007    0.000    0.070    0.000 feedparser.py:184(close)
    92832    0.070    0.000    0.070    0.000 {built-in method numpy.core.umath.geterrobj}
     1331    0.015    0.000    0.070    0.000 socket.py:649(close)
     1606    0.016    0.000    0.070    0.000 dictionnary.py:96(__setitem__)
     3993    0.006    0.000    0.069    0.000 message.py:588(get_content_maintype)
     1331    0.010    0.000    0.069    0.000 _html5lib.py:100(__init__)
    46416    0.051    0.000    0.069    0.000 inference.py:66(is_hashable)
    68438    0.068    0.000    0.068    0.000 {built-in method _thread.allocate_lock}
    46416    0.043    0.000    0.068    0.000 internals.py:3529(_consolidate_inplace)
     1331    0.068    0.000    0.068    0.000 socket.py:139(__init__)
     5324    0.037    0.000    0.067    0.000 client.py:1195(putheader)
     1331    0.024    0.000    0.067    0.000 html5parser.py:2216(__init__)
    69624    0.047    0.000    0.067    0.000 internals.py:2790(ndim)
    23208    0.058    0.000    0.067    0.000 generic.py:144(_init_mgr)
   130438    0.059    0.000    0.066    0.000 element.py:1309(descendants)
     1331    0.015    0.000    0.066    0.000 html5parser.py:1817(__init__)
    23211    0.066    0.000    0.066    0.000 <frozen importlib._bootstrap>:355(__init__)
     1331    0.009    0.000    0.066    0.000 html5parser.py:94(reset)
    71186    0.066    0.000    0.066    0.000 {method 'startswith' of 'str' objects}
     1331    0.003    0.000    0.065    0.000 html5parser.py:699(startTagTitle)
    83853    0.065    0.000    0.065    0.000 __init__.py:108(can_be_empty_element)
     1331    0.010    0.000    0.065    0.000 parse.py:351(urlparse)
     6655    0.015    0.000    0.065    0.000 _inputstream.py:908(lookupEncoding)
    23211    0.030    0.000    0.064    0.000 <frozen importlib._bootstrap>:771(find_spec)
     2662    0.003    0.000    0.063    0.000 _inputstream.py:759(handlePossibleStartTag)
     1331    0.005    0.000    0.063    0.000 html5parser.py:333(parseRCDataRawtext)
     9574    0.041    0.000    0.063    0.000 element.py:267(extract)
    46416    0.061    0.000    0.061    0.000 {method 'fill' of 'numpy.ndarray' objects}
     1331    0.019    0.000    0.061    0.000 html5parser.py:2052(__init__)
    23208    0.035    0.000    0.060    0.000 common.py:93(is_timedelta64_dtype)
     1331    0.004    0.000    0.060    0.000 html5parser.py:618(startTagHead)
     5502    0.038    0.000    0.060    0.000 textProcessor.py:322(remove_user_mentions_hashtags)
     2662    0.010    0.000    0.060    0.000 _inputstream.py:766(handlePossibleTag)
    11979    0.032    0.000    0.060    0.000 _policybase.py:293(header_source_parse)
     1331    0.010    0.000    0.059    0.000 _inputstream.py:164(__init__)
     1331    0.003    0.000    0.059    0.000 base.py:146(__init__)
   113135    0.057    0.000    0.057    0.000 element.py:1014(__setitem__)
     1331    0.036    0.000    0.057    0.000 socket.py:218(makefile)
     1331    0.016    0.000    0.056    0.000 html5parser.py:803(__init__)
     1331    0.004    0.000    0.056    0.000 html5parser.py:831(startTagBody)
    23208    0.048    0.000    0.056    0.000 generic.py:2713(__finalize__)
   238855    0.055    0.000    0.055    0.000 {method 'append' of 'collections.deque' objects}
     1331    0.006    0.000    0.055    0.000 html5parser.py:976(processSpaceCharactersDropNewline)
   241168    0.055    0.000    0.055    0.000 {method 'popleft' of 'collections.deque' objects}
    70979    0.055    0.000    0.055    0.000 {method 'rpartition' of 'str' objects}
     1331    0.004    0.000    0.055    0.000 socket.py:403(_decref_socketios)
     6655    0.031    0.000    0.054    0.000 html5parser.py:1578(endTagOther)
     2662    0.007    0.000    0.054    0.000 socket.py:413(close)
    55902    0.037    0.000    0.054    0.000 element.py:982(get)
     2662    0.024    0.000    0.054    0.000 codecs.py:450(read)
    23208    0.032    0.000    0.053    0.000 internals.py:3513(consolidate)
    13310    0.032    0.000    0.052    0.000 _tokenizer.py:542(scriptDataLessThanSignState)
     1331    0.015    0.000    0.052    0.000 html5parser.py:739(__init__)
    23208    0.038    0.000    0.052    0.000 base.py:608(<listcomp>)
    46416    0.050    0.000    0.050    0.000 series.py:312(_set_subtyp)
    30613    0.050    0.000    0.050    0.000 html5parser.py:389(__init__)
     1331    0.027    0.000    0.050    0.000 feedparser.py:139(__init__)
    15972    0.019    0.000    0.050    0.000 feedparser.py:128(__next__)
     1331    0.016    0.000    0.049    0.000 html5parser.py:590(__init__)
     1331    0.020    0.000    0.049    0.000 html5parser.py:2316(__init__)
     1331    0.009    0.000    0.049    0.000 request.py:350(full_url)
    30981    0.049    0.000    0.049    0.000 {method 'replace' of 'str' objects}
    23208    0.035    0.000    0.048    0.000 base.py:465(is_)
   116052    0.048    0.000    0.048    0.000 {built-in method _imp.release_lock}
     1331    0.022    0.000    0.047    0.000 parse.py:384(urlsplit)
     1331    0.047    0.000    0.047    0.000 socket.py:409(_real_close)
        1    0.001    0.001    0.047    0.047 shutil.py:70(copyfileobj)
    92832    0.047    0.000    0.047    0.000 internals.py:2862(_get_items)
    46416    0.047    0.000    0.047    0.000 validators.py:31(_check_for_default_values)
    25289    0.046    0.000    0.046    0.000 base.py:238(elementInActiveFormattingElements)
     5581    0.019    0.000    0.046    0.000 _tokenizer.py:276(rcdataState)
    11009    0.035    0.000    0.046    0.000 _weakrefset.py:81(add)
    69624    0.046    0.000    0.046    0.000 internals.py:3249(is_consolidated)
     5324    0.034    0.000    0.045    0.000 _inputstream.py:652(skipUntil)
    10648    0.008    0.000    0.045    0.000 _policybase.py:311(header_fetch_parse)
     1331    0.014    0.000    0.045    0.000 feedparser.py:101(push)
     1331    0.005    0.000    0.044    0.000 base.py:270(createElement)
     3993    0.014    0.000    0.044    0.000 __init__.py:61(lookup)
    23208    0.043    0.000    0.043    0.000 internals.py:326(iget)
    11004    0.034    0.000    0.043    0.000 _weakrefset.py:38(_remove)
   165570    0.043    0.000    0.043    0.000 {method 'isalpha' of 'str' objects}
    23213    0.042    0.000    0.042    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
        1    0.000    0.000    0.042    0.042 treetaggerwrapper.py:1164(_start_process)
     6062    0.011    0.000    0.042    0.000 re.py:330(filter)
     5586    0.020    0.000    0.042    0.000 client.py:596(_safe_read)
     1331    0.011    0.000    0.042    0.000 client.py:1071(putrequest)
     1331    0.019    0.000    0.042    0.000 html5parser.py:1889(__init__)
        1    0.000    0.000    0.041    0.041 subprocess.py:586(__init__)
        1    0.002    0.002    0.041    0.041 subprocess.py:1198(_execute_child)
     1331    0.040    0.000    0.040    0.000 {method 'sendall' of '_socket.socket' objects}
     2662    0.017    0.000    0.039    0.000 _inputstream.py:434(reset)
    11004    0.038    0.000    0.038    0.000 threading.py:727(_newname)
    13310    0.023    0.000    0.038    0.000 _inputstream.py:640(skip)
     1331    0.014    0.000    0.036    0.000 html5parser.py:2518(__init__)
        1    0.036    0.036    0.036    0.036 {built-in method posix.read}
    10648    0.017    0.000    0.036    0.000 _policybase.py:281(_sanitize_header)
    46261    0.036    0.000    0.036    0.000 {method 'count' of 'str' objects}
     6036    0.023    0.000    0.035    0.000 dictionnary.py:103(__getitem__)
    13310    0.030    0.000    0.035    0.000 base.py:99(append)
     1331    0.009    0.000    0.035    0.000 html5parser.py:1593(__init__)
    23211    0.034    0.000    0.034    0.000 {built-in method _imp.is_frozen}
    92832    0.034    0.000    0.034    0.000 {built-in method pandas.algos.ensure_int64}
    46416    0.034    0.000    0.034    0.000 internals.py:175(fill_value)
    73059    0.032    0.000    0.032    0.000 {method 'items' of 'dict' objects}
     1331    0.008    0.000    0.032    0.000 request.py:381(_parse)
     6062    0.022    0.000    0.031    0.000 sre_parse.py:964(expand_template)
     4124    0.017    0.000    0.031    0.000 client.py:504(_read_next_chunk_size)
    25207    0.031    0.000    0.031    0.000 dictionnary.py:64(__contains__)
     1331    0.013    0.000    0.031    0.000 html5parser.py:2575(__init__)
    78685    0.031    0.000    0.031    0.000 {method 'pop' of 'list' objects}
    69724    0.031    0.000    0.031    0.000 {built-in method builtins.callable}
    92841    0.030    0.000    0.030    0.000 {built-in method _imp.acquire_lock}
    15972    0.027    0.000    0.030    0.000 feedparser.py:78(readline)
    23210    0.030    0.000    0.030    0.000 base.py:485(_reset_identity)
     6045    0.030    0.000    0.030    0.000 {method 'read' of '_io.BufferedReader' objects}
     1333    0.004    0.000    0.030    0.000 parse.py:777(quote_plus)
    10997    0.018    0.000    0.030    0.000 threading.py:251(_acquire_restore)
     3993    0.012    0.000    0.030    0.000 _inputstream.py:224(_position)
       20    0.000    0.000    0.029    0.001 sre_compile.py:557(compile)
     1331    0.008    0.000    0.029    0.000 html5parser.py:1381(endTagHeading)
    23212    0.029    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
    46416    0.029    0.000    0.029    0.000 internals.py:289(shape)
    88775    0.029    0.000    0.029    0.000 {method 'isdigit' of 'str' objects}
     9317    0.012    0.000    0.029    0.000 _inputstream.py:635(getCurrentByte)
    11018    0.018    0.000    0.028    0.000 threading.py:239(__enter__)
    19148    0.028    0.000    0.028    0.000 element.py:972(index)
     2662    0.010    0.000    0.028    0.000 socket.py:97(_intenum_converter)
    23211    0.028    0.000    0.028    0.000 <frozen importlib._bootstrap>:142(__init__)
    46416    0.027    0.000    0.027    0.000 {method 'copy' of 'dict' objects}
    86772    0.027    0.000    0.027    0.000 base.py:278(_getInsertFromTable)
    11004    0.024    0.000    0.027    0.000 threading.py:966(_stop)
    23208    0.027    0.000    0.027    0.000 six.py:184(find_module)
     1331    0.017    0.000    0.027    0.000 _tokenizer.py:1109(markupDeclarationOpenState)
     1331    0.006    0.000    0.027    0.000 client.py:370(_check_close)
      458    0.027    0.000    0.027    0.000 {method 'write' of '_io.BufferedWriter' objects}
    10997    0.014    0.000    0.027    0.000 threading.py:254(_is_owned)
     1331    0.003    0.000    0.026    0.000 cp1252.py:14(decode)
     3993    0.015    0.000    0.025    0.000 _inputstream.py:674(jumpTo)
    23208    0.025    0.000    0.025    0.000 {built-in method pandas.lib.checknull}
     1333    0.005    0.000    0.025    0.000 parse.py:733(quote)
     9317    0.017    0.000    0.024    0.000 _tokenizer.py:556(scriptDataEndTagOpenState)
     1331    0.019    0.000    0.024    0.000 __init__.py:42(lookup)
     5310    0.012    0.000    0.024    0.000 enum.py:265(__call__)
     1331    0.009    0.000    0.023    0.000 element.py:786(for_name_and_ids)
     1331    0.005    0.000    0.023    0.000 _inputstream.py:519(changeEncoding)
     1331    0.023    0.000    0.023    0.000 {built-in method _codecs.charmap_decode}
     1331    0.012    0.000    0.023    0.000 request.py:1238(do_request_)
    31992    0.023    0.000    0.023    0.000 {method 'encode' of 'str' objects}
    24541    0.023    0.000    0.023    0.000 {method 'update' of 'dict' objects}
    11018    0.016    0.000    0.022    0.000 threading.py:242(__exit__)
        2    0.000    0.000    0.022    0.011 __init__.py:71(search_function)
        3    0.000    0.000    0.021    0.007 {built-in method builtins.__import__}
     3993    0.009    0.000    0.021    0.000 _inputstream.py:588(__new__)
    46416    0.021    0.000    0.021    0.000 {pandas.lib.is_float}
      3/2    0.000    0.000    0.021    0.010 <frozen importlib._bootstrap>:641(_load_unlocked)
      3/2    0.000    0.000    0.020    0.010 <frozen importlib._bootstrap_external>:672(exec_module)
       20    0.000    0.000    0.020    0.001 sre_compile.py:542(_code)
    23208    0.020    0.000    0.020    0.000 {method 'item' of 'numpy.ndarray' objects}
     5324    0.013    0.000    0.020    0.000 message.py:29(_splitparam)
    47916    0.020    0.000    0.020    0.000 {method 'startswith' of 'bytes' objects}
     1331    0.007    0.000    0.020    0.000 _inputstream.py:691(__init__)
     9317    0.016    0.000    0.020    0.000 html5parser.py:1614(endTagScript)
     1331    0.008    0.000    0.019    0.000 client.py:405(close)
     5324    0.012    0.000    0.019    0.000 _tokenizer.py:1334(doctypeNameState)
    23208    0.019    0.000    0.019    0.000 {built-in method pandas.algos.ensure_platform_int}
     2662    0.019    0.000    0.019    0.000 {method 'readlines' of '_io._IOBase' objects}
    46416    0.019    0.000    0.019    0.000 numeric.py:137(is_all_dates)
     1331    0.013    0.000    0.019    0.000 client.py:836(__init__)
    23685    0.019    0.000    0.019    0.000 {method 'add' of 'set' objects}
     1331    0.007    0.000    0.018    0.000 html5parser.py:2649(__init__)
        1    0.000    0.000    0.018    0.018 handlers.py:154(doRollover)
    23208    0.018    0.000    0.018    0.000 base.py:512(dtype)
   115/20    0.004    0.000    0.017    0.001 sre_compile.py:64(_compile)
     1331    0.005    0.000    0.017    0.000 html5parser.py:2611(__init__)
        3    0.000    0.000    0.017    0.006 <frozen importlib._bootstrap_external>:743(get_code)
    23208    0.017    0.000    0.017    0.000 frame.py:241(_constructor)
     1331    0.009    0.000    0.017    0.000 parse.py:794(quote_from_bytes)
    11432    0.013    0.000    0.017    0.000 dictionnary.py:70(__len__)
    20227    0.017    0.000    0.017    0.000 {method 'join' of 'bytes' objects}
     3993    0.008    0.000    0.017    0.000 __init__.py:35(ascii_lower)
     1331    0.013    0.000    0.017    0.000 _inputstream.py:535(detectBOM)
    23211    0.017    0.000    0.017    0.000 <frozen importlib._bootstrap>:173(cb)
    23214    0.017    0.000    0.017    0.000 {built-in method builtins.iter}
    23208    0.017    0.000    0.017    0.000 {pandas.lib.is_integer}
    18142    0.017    0.000    0.017    0.000 {built-in method builtins.min}
     2662    0.005    0.000    0.016    0.000 _tokenizer.py:1076(selfClosingStartTagState)
     5502    0.009    0.000    0.016    0.000 textProcessor.py:142(replace_special_chars)
        3    0.016    0.005    0.016    0.005 <frozen importlib._bootstrap_external>:830(get_data)
    16338    0.016    0.000    0.016    0.000 dictionnary.py:57(__getitem__)
    10997    0.011    0.000    0.016    0.000 threading.py:248(_release_save)
    16328    0.016    0.000    0.016    0.000 {method 'index' of 'list' objects}
     2662    0.016    0.000    0.016    0.000 codecs.py:422(__init__)
    55902    0.016    0.000    0.016    0.000 {method 'keys' of 'collections.OrderedDict' objects}
     1331    0.007    0.000    0.016    0.000 feedparser.py:70(close)
    28208    0.015    0.000    0.015    0.000 {method 'index' of 'str' objects}
     1331    0.015    0.000    0.015    0.000 feedparser.py:53(__init__)
     1331    0.004    0.000    0.015    0.000 html5parser.py:1313(endTagBody)
        1    0.015    0.015    0.015    0.015 {method 'close' of '_io.TextIOWrapper' objects}
     2662    0.010    0.000    0.015    0.000 _inputstream.py:438(openStream)
    28956    0.015    0.000    0.015    0.000 {method 'group' of '_sre.SRE_Match' objects}
     1331    0.008    0.000    0.015    0.000 _tokenizer.py:1359(afterDoctypeNameState)
      156    0.000    0.000    0.015    0.000 _tokenizer.py:305(characterReferenceInRcdata)
     1331    0.014    0.000    0.014    0.000 socket.py:560(__init__)
    10648    0.009    0.000    0.014    0.000 utils.py:51(_has_surrogates)
      156    0.005    0.000    0.014    0.000 _tokenizer.py:137(consumeEntity)
    11979    0.011    0.000    0.014    0.000 message.py:479(set_raw)
    23223    0.014    0.000    0.014    0.000 {method 'setdefault' of 'dict' objects}
     1331    0.006    0.000    0.014    0.000 html5parser.py:1351(endTagForm)
     1331    0.005    0.000    0.014    0.000 parse.py:918(splittype)
     1331    0.005    0.000    0.013    0.000 element.py:74(__new__)
       12    0.000    0.000    0.013    0.001 ansitowin32.py:39(write)
       12    0.000    0.000    0.013    0.001 ansitowin32.py:139(write)
       12    0.000    0.000    0.013    0.001 ansitowin32.py:156(write_and_convert)
    11004    0.013    0.000    0.013    0.000 threading.py:1120(daemon)
    23208    0.013    0.000    0.013    0.000 {method 'pop' of 'dict' objects}
       16    0.000    0.000    0.013    0.001 ansitowin32.py:172(write_plain_text)
     1331    0.004    0.000    0.013    0.000 html5parser.py:256(parseError)
    14849    0.013    0.000    0.013    0.000 {method 'insert' of 'list' objects}
     1331    0.009    0.000    0.013    0.000 idna.py:147(encode)
        1    0.000    0.000    0.012    0.012 request.py:576(build_opener)
     1331    0.003    0.000    0.012    0.000 html5parser.py:615(startTagHtml)
       14    0.000    0.000    0.012    0.001 iostream.py:312(flush)
     5310    0.012    0.000    0.012    0.000 enum.py:515(__new__)
     1331    0.007    0.000    0.012    0.000 parse.py:376(_splitnetloc)
    22074    0.012    0.000    0.012    0.000 threading.py:506(is_set)
     1331    0.008    0.000    0.012    0.000 feedparser.py:197(_new_message)
     1331    0.006    0.000    0.012    0.000 {function HTTPResponse.close at 0x111fe21e0}
     2662    0.012    0.000    0.012    0.000 element.py:1753(__init__)
    23211    0.011    0.000    0.011    0.000 <frozen importlib._bootstrap>:698(find_spec)
        1    0.000    0.000    0.011    0.011 request.py:798(__init__)
    23208    0.011    0.000    0.011    0.000 internals.py:144(external_values)
     3993    0.010    0.000    0.011    0.000 __init__.py:328(pushTag)
        1    0.000    0.000    0.011    0.011 request.py:2618(getproxies)
     2662    0.011    0.000    0.011    0.000 message.py:120(__init__)
     1270    0.004    0.000    0.011    0.000 enum.py:797(__and__)
     1331    0.008    0.000    0.011    0.000 _utils.py:121(wrapped)
        1    0.000    0.000    0.011    0.011 request.py:2595(getproxies_macosx_sysconf)
        1    0.011    0.011    0.011    0.011 {built-in method _scproxy._get_proxies}
      3/2    0.000    0.000    0.011    0.005 <frozen importlib._bootstrap>:197(_call_with_frames_removed)
     3020    0.008    0.000    0.010    0.000 dictionnary.py:94(__contains__)
        1    0.000    0.000    0.010    0.010 idna.py:3(<module>)
     1331    0.002    0.000    0.010    0.000 _inputstream.py:789(handleOther)
    11018    0.010    0.000    0.010    0.000 {method '__enter__' of '_thread.lock' objects}
    11004    0.010    0.000    0.010    0.000 {method 'discard' of 'set' objects}
    10648    0.008    0.000    0.009    0.000 _inputstream.py:620(setPosition)
    11495    0.009    0.000    0.009    0.000 {method 'capitalize' of 'str' objects}
        4    0.000    0.000    0.009    0.002 {built-in method builtins.print}
     5324    0.009    0.000    0.009    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
     2662    0.009    0.000    0.009    0.000 socket.py:611(readable)
    22001    0.009    0.000    0.009    0.000 {method 'release' of '_thread.lock' objects}
     8117    0.009    0.000    0.009    0.000 {method 'find' of 'bytes' objects}
     4149    0.009    0.000    0.009    0.000 _inputstream.py:367(unget)
     1331    0.002    0.000    0.008    0.000 _inputstream.py:235(position)
       20    0.000    0.000    0.008    0.000 sre_parse.py:845(parse)
     1331    0.008    0.000    0.008    0.000 {method 'setsockopt' of '_socket.socket' objects}
     1331    0.005    0.000    0.008    0.000 client.py:942(close)
     1331    0.004    0.000    0.008    0.000 parse.py:931(splithost)
     2662    0.005    0.000    0.008    0.000 _tokenizer.py:442(rcdataLessThanSignState)
     2662    0.006    0.000    0.008    0.000 _tokenizer.py:453(rcdataEndTagOpenState)
    11979    0.008    0.000    0.008    0.000 {method 'lstrip' of 'str' objects}
     2662    0.004    0.000    0.007    0.000 feedparser.py:122(pushlines)
    11004    0.007    0.000    0.007    0.000 treetaggerwrapper.py:1831(<listcomp>)
     6655    0.005    0.000    0.007    0.000 client.py:995(_output)
    35/20    0.000    0.000    0.007    0.000 sre_parse.py:407(_parse_sub)
    94/20    0.002    0.000    0.007    0.000 sre_parse.py:469(_parse)
     5324    0.004    0.000    0.007    0.000 request.py:1303(<genexpr>)
    11018    0.007    0.000    0.007    0.000 {method '__exit__' of '_thread.lock' objects}
     2662    0.006    0.000    0.007    0.000 parse.py:101(_coerce_args)
     2662    0.006    0.000    0.006    0.000 _inputstream.py:196(reset)
     1221    0.003    0.000    0.006    0.000 py.py:54(has_keys_with_prefix)
     1331    0.003    0.000    0.006    0.000 request.py:389(get_method)
    14641    0.006    0.000    0.006    0.000 {method 'remove' of 'list' objects}
     1331    0.003    0.000    0.006    0.000 request.py:394(get_full_url)
     1331    0.005    0.000    0.006    0.000 request.py:635(http_response)
        2    0.000    0.000    0.006    0.003 __init__.py:1320(error)
     1331    0.004    0.000    0.006    0.000 client.py:879(_get_hostport)
     1331    0.004    0.000    0.006    0.000 client.py:417(flush)
     1331    0.004    0.000    0.006    0.000 client.py:520(_read_and_discard_trailer)
     1331    0.005    0.000    0.005    0.000 html5parser.py:413(startTagHtml)
     1331    0.005    0.000    0.005    0.000 parse.py:909(unwrap)
     6655    0.005    0.000    0.005    0.000 {method 'read' of '_io.BytesIO' objects}
     2662    0.004    0.000    0.005    0.000 _inputstream.py:870(__init__)
     5324    0.004    0.000    0.005    0.000 client.py:1243(<genexpr>)
     2662    0.003    0.000    0.005    0.000 request.py:412(add_unredirected_header)
     1331    0.003    0.000    0.005    0.000 html5parser.py:1771(__init__)
     1331    0.004    0.000    0.005    0.000 _tokenizer.py:1308(beforeDoctypeNameState)
     7986    0.005    0.000    0.005    0.000 {method 'lower' of 'bytes' objects}
     1331    0.003    0.000    0.005    0.000 _tokenizer.py:1660(afterDoctypeSystemIdentifierState)
     1331    0.002    0.000    0.005    0.000 {method '_checkReadable' of '_io._IOBase' objects}
     1331    0.003    0.000    0.005    0.000 base.py:112(nodesEqual)
     3993    0.004    0.000    0.004    0.000 request.py:344(full_url)
     3993    0.004    0.000    0.004    0.000 _inputstream.py:592(__init__)
     1331    0.003    0.000    0.004    0.000 _tokenizer.py:1430(beforeDoctypePublicIdentifierState)
     2702    0.004    0.000    0.004    0.000 {method 'read' of '_io.StringIO' objects}
     2662    0.004    0.000    0.004    0.000 base.py:281(_setInsertFromTable)
     1331    0.001    0.000    0.004    0.000 html5parser.py:2364(__init__)
     1331    0.003    0.000    0.004    0.000 _tokenizer.py:1291(doctypeState)
     5324    0.004    0.000    0.004    0.000 {method 'seek' of '_io.StringIO' objects}
     1331    0.003    0.000    0.004    0.000 _tokenizer.py:1537(betweenDoctypePublicAndSystemIdentifiersState)
      154    0.001    0.000    0.004    0.000 parse.py:814(<listcomp>)
     1331    0.002    0.000    0.004    0.000 parse.py:993(splittag)
